Year,Ref_No.,Process,Alloy_composition,HT1_Temp_(℃),HT1_DT_(hours),HT1_Pressure(Mpa),HT2_Temp_(℃),HT2_DT_(hours),HT2_Pressure(Mpa),Withdrawl_Rate(mm/min^-1),Nb,Si,Ti,Cr,Al,Hf,Mo,W,Ta,Zr,Y,B,C,Fe,Ga,Ge,Ho,Er,Co,V,Mg,Ni,Sc,Sn,Re,ZrB2,TaB2,ZrC,Ru,Gd,B4C,Nbss,Nb.1,"(Nb,Ti)ss","(Nb,Zr)3Si",γ_Nb3Si,Nb3Si,"(Nb,Ti)3Si","(Nb,Zr)5Si3","(Nb,W)5Si3",Nb5Si3,primary_α_Nb5Si3,Eutectoid_α_Nb5Si3,α_Nb5Si3,β_Nb5Si3,γ_Nb5Si3,"(Nb,Ti)5Si3","α_(Nb,Ti)5Si3","β_(Nb,Ti)5Si3","γ_(Nb,Ti)5Si3","Ti_rich_(Nb,Ti)5Si3",Ti_rich_Nb5Si3,Ti_rich_α_Nb5Si3,Ti_rich_β_Nb5Si3,Ti_rich_γ_Nb5Si3,"Ti_rich_α_(Nb,Ti)5Si3","Ti_rich_β_(Nb,Ti)5Si3","Ti_rich_γ_(Nb,Ti)5Si3",Cr14_Laves,Tiss,C15-Cr2Nb,Cr2Nb,"Cr2(Nb,X)",Hf_rich_Nbss,Nb3Sn,HfO2,Hf_rich_Nb5Si3,Hf_rich_Nb3Sn,Sn_rich_Nb3Sn,(primary_eutectic Nb3Si),(Nb+Nb5Si3)_eut,(Nbss+Nb5Si3)_eut,(Nbss+Nb5Si3+NbCr2)_eut,(Nb3Sn+Nb5Si3)_eut,"Ti_rich_(Nb,X)ss",Ti_rich_Nbss,Nbss_no_Si,lean_in_W_and_rich_in_Hf_Nbss,TiN,FeNb5Si,"Si_lean_(Nb,Ti)5Si3","Si_rich_(Nb,Ti)3Sn",FeNb4Si,π_phase,"(Nb,Ti)3Sn",Nbss_β_Nb5Si3_eutectic,Nbss_CrNb2_eutectic,Zr.1,Nb4FeSi,TiC.1,NbC,Ti5Si3,Ti2Ni,Ti2Co,Ti_Cr_V_rich_Nbss,Fracture_toughness_temp,Fracture_toughness,TS_Temp_(℃),Ultimate_Tensile_Strength_(MPa),Tensile_Strength_(MPa),TYS_Temp_(℃),Yield_Strength_(Mpa),Tensile_Yield_Strength_(Mpa),Microhardness_Nb3Si,Microhardness_Nbss,Microhardness_γ_Nb5Si3,Microhardness,Microhardness_α_Nb5Si3,Microhardness_β_Nb5Si3,Microhardness_α_Nb5Si3_Nbss_eut,Microhardness_γ_Nb5Si3_Nbss_eut,Microhardness_eutectoid_alpha_Silicide,Microhardness_eutectic,Microhardness_Primary_eutectic_Nb3Si,Microhardness_Eutectoid_α_Nb5Si3,Microhardness_Silicide,Microhardness_Primary_γ_Nb5Si3,Microhardness_Primary_α_Nb5Si3,Microhardness_Primary_silicide,Microhardness_Nb3Sn,Microhardness_Nb5Si3,Vickers_hardness_(Hv),Compressive_strength_σ_0.2_(Mpa),Compressive_strength_σ_max_(Mpa),Compresisve_test_temp_(℃),CYS_Temp_(℃),Compressive_Yield_Strength_(MPa),nanohardness_Nbss,"nanohardness_(Nb,Ti)3Si","nanohardness_(Nb,Ti)5Si3",nanohardness_α_Nb5Si3,nanohardness_β_Nb5Si3,nanohardness_γ_Nb5Si3
2011,4,arc melting,Nb-20Si-5Hf-5Mo-3W,,,nan,,,,,65.3,22.5,nan,,,4.7,4,3.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,692,,,,,,,,,,,
2011,4,arc melting,Nb-20Si-5Hf-5Mo-3W,1500,100,nan,,,,,64.5,22.8,nan,,,5.3,4.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,
2010,5,non-consumable arc melting,Nb-18Si-5Hf-Ta-2Mo,,,nan,,,,,74,18,nan,,,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,691,,,,,,,,,,,
2010,5,non-consumable arc melting,Nb-18Si-5Hf-Ta-2Mo,1500,100,nan,,,,,74,18,nan,,,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,531,,,,,,,,,,,
2004,6,arc melting,Nb-10W-10Si,1597,100,nan,,,,,80,10,nan,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.18,,,nan,,,,,,,,,,,,,,,,,,,,,,505,540,825,1200,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-0.1B,1597,100,nan,,,,,79.9,10,nan,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.2,,,nan,,,,,,,,,,,,,,,,,,,,,,467,550,855,1200,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-1B,1597,100,nan,,,,,79,10,nan,,,,,10,,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9.01,,,nan,,,,,,,,,,,,,,,,,,,,,,466,560,875,1200,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-2B,1597,100,nan,,,,,78,10,nan,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.79,,,nan,,,,,,,,,,,,,,,,,,,,,,512,570,900,1200,,,,,,,,
2004,6,arc melting,Nb-10W-10Si,1597,100,nan,,,,,80,10,nan,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,505,320,400,1400,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-0.1B,1597,100,nan,,,,,79.9,10,nan,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,467,330,415,1400,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-1B,1597,100,nan,,,,,79,10,nan,,,,,10,,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,466,325,430,1400,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-2B,1597,100,nan,,,,,78,10,nan,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,512,340,470,1400,,,,,,,,
2004,6,arc melting,Nb-10W-10Si,1597,100,nan,,,,,80,10,nan,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,505,925,1370,25,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-0.1B,1597,100,nan,,,,,79.9,10,nan,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,467,840,1300,25,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-1B,1597,100,nan,,,,,79,10,nan,,,,,10,,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,466,870,1310,25,,,,,,,,
2004,6,arc melting,Nb-10W-10Si-2B,1597,100,nan,,,,,78,10,nan,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,512,935,1450,25,,,,,,,,
2007,7,non-consumable arc melting,Nb-18Si-5Sn,,,nan,,,,,77,18,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,681,,,,,,,943,1351,814,,,,,,,,,,,
2007,7,non-consumable arc melting,Nb-18Si-5Sn,1200,100,nan,,,,,77,18,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,647,,,,,,,889,1303,761,,,,,,,,,,,
2007,7,non-consumable arc melting,Nb-18Si-5Sn,1500,100,nan,,,,,77,18,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,545,,,,,,,930,1305,675,,,,,,,,,,,
2007,7,non-consumable arc melting,Nb-18Si-5Sn,1600,10,nan,,,,,77,18,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,609,,,,,,,919,1377,687,,,,,,,,,,,
2007,7,non-consumable arc melting,Nb-24Ti-18Si-5Sn,,,nan,,,,,53,18,24,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,636,990,638,,,,,,,,,,,
2007,7,non-consumable arc melting,Nb-24Ti-18Si-5Sn,1200,100,nan,,,,,53,18,24,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,745,1198,683,,,,,,,,,,,
2010,8,non-consumable arc melting,Nb-18Si-5Cr-5Hf,,,nan,,,,,72,18,nan,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,
2010,8,non-consumable arc melting,Nb-18Si-5Cr-6Hf,1500,100,nan,,,,,72,18,nan,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,
2010,8,non-consumable arc melting,Nb-18Si-5Al-5Hf,,,nan,,,,,72,18,nan,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,
2010,8,non-consumable arc melting,Nb-18Si-5Al-5Hf,1500,100,nan,,,,,72,18,nan,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,426,,,,,,,,,,,
2010,8,non-consumable arc melting,Nb-18Si-24Ti-5Hf,,,nan,,,,,53,18,24,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,
2010,8,non-consumable arc melting,Nb-18Si-24Ti-5Hf,1500,100,nan,,,,,53,18,24,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-6Cr,,,nan,,,,,64,4,20,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20.67,,,nan,,,,,,,,,,,,,,,,,,,,,,434,,,,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-6Cr,1375,100,nan,,,,,64,4,20,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-10Cr,,,nan,,,,,60,4,20,10,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14.71,,,nan,,,,,,,,,,,,,,,,,,,,,,478,660,830,25,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-10Cr,1375,100,nan,,,,,60,4,20,10,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,375,960,1190,25,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-14Cr,,,nan,,,,,56,4,20,14,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13.83,,,nan,,,,,,,,,,,,,,,,,,,,,,517,1030,1260,25,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-14Cr,1375,100,nan,,,,,56,4,20,14,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-14Cr,,,nan,,,,,56,4,20,14,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,517,258,,1150,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-6Cr,,,nan,,,,,64,4,20,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,434,176,,1250,,,,,,,,
2011,9,ingot,Nb-4Si-20Ti-6Hf-6Cr,,,nan,,,,,64,4,20,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,434,109,,1350,,,,,,,,
2022,10,non-consumable arc melting,Nb-16Si-20Ti-2Al-2Cr-2Hf,,,nan,,,,,60,16,20,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10.33,,,nan,,,,,553,,,,,,,,,,,,,,,,897,553,,2089,25,,,,,,,,
2022,10,non-consumable arc melting,Nb-16Si-20Ti-2Al-2Cr-2Hf-0.5Re,,,nan,,,,,59.5,16,20,2,2,2,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14.4,,,nan,,,,,582,,,,,,,,,,,,,,,,871,582,,2209,25,,,,,,,,
2022,10,non-consumable arc melting,Nb-16Si-20Ti-2Al-2Cr-2Hf-1Re,,,nan,,,,,59,16,20,2,2,2,,,,,,,,,,,,,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.25,,,nan,,,,,595,,,,,,,,,,,,,,,,868,595,,2265,25,,,,,,,,
2022,10,non-consumable arc melting,Nb-16Si-20Ti-2Al-2Cr-2Hf-1.5Re,,,nan,,,,,58.5,16,20,2,2,2,,,,,,,,,,,,,,,,,,,1.5,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.46,,,nan,,,,,614,,,,,,,,,,,,,,,,864,614,,2273,25,,,,,,,,
2022,10,non-consumable arc melting,Nb-16Si-20Ti-2Al-2Cr-2Hf-2Re,,,nan,,,,,58,16,20,2,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11.72,,,nan,,,,,625,,,,,,,,,,,,,,,,859,625,,2362,25,,,,,,,,
2021,11,non-consumable arc melting,Nb-16Si-23Ti-4Cr-2Al-2Hf-3Zr-0.6Y,,,nan,,,,,49.4,16,23,4,2,2,,,,3,0.6,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23.1,25,,919,,,,,,,,,,,,,,,,,,,,,,1206,,,,,,,,,,,
2021,11,non-consumable arc melting,Nb-16Si-23Ti-4Cr-2Al-2Hf-5Zr-0.3Y,,,nan,,,,,47.7,16,23,4,2,2,,,,3,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17.9,25,,1209,,,,,,,,,,,,,,,,,,,,,,1640,,,,,,,,,,,
2021,11,non-consumable arc melting,Nb-16Si-23Ti-4Cr-2Al-2Hf-5Zr-0.6Y,,,nan,,,,,47.4,16,23,4,2,2,,,,3,0.6,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,25,,1159,,,,,,,,,,,,,,,,,,,,,,1573,,,,,,,,,,,
2010,12,ingot,Nb-24Ti-18Si-5Cr-5Fe,,,nan,,,,,48,18,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
2010,12,ingot,Nb-24Ti-18Si-5Cr-5Fe,1200,100,nan,,,,,48,18,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,
2010,12,ingot,Nb-24Ti-18Si-5Cr-5Fe-5Sn,,,nan,,,,,43,18,24,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,nan,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,
